29	22/09/1996	14	56	58	08	43	03	0,00	1		RS	5.401.793,60	44	23.083,15	5248	193,53	NÃO	0,00	0,00	0,00
30	29/09/1996	38	50	07	29	15	14	0,00	0	 	 	0,00	80	11.347,74	5885	154,26	SIM	10.127.520,80	0,00	0,00
31	06/10/1996	56	19	28	48	17	45	0,00	0	 	 	0,00	103	8.793,04	5680	159,45	SIM	11.214.340,46	0,00	0,00
32	13/10/1996	43	33	14	36	05	44	0,00	0	 	 	0,00	96	11.430,91	6876	159,60	SIM	12.531.181,83	0,00	0,00
33	20/10/1996	05	33	49	17	42	39	0,00	1		MG	13.997.410,74	128	9.545,76	8722	140,09	NÃO	0,00	0,00	0,00
34	27/10/1996	15	13	57	53	40	17	0,00	0	 	 	0,00	51	13.604,06	2627	264,11	SIM	832.568,20	0,00	0,00
35	03/11/1996	21	57	16	23	54	04	0,00	0	 	 	0,00	39	20.051,18	3576	218,68	SIM	1.770.963,49	0,00	0,00
36	10/11/1996	13	03	51	17	29	25	0,00	0	 	 	0,00	143	6.238,12	8548	104,36	SIM	2.841.425,78	0,00	0,00
37	17/11/1996	22	06	07	52	38	60	0,00	0	 	 	0,00	47	16.848,61	3695	214,32	SIM	3.791.687,26	0,00	0,00
38	24/11/1996	55	42	10	43	45	54	0,00	0	 	 	0,00	24	38.863,10	1999	466,59	SIM	4.910.944,53	0,00	0,00
39	01/12/1996	16	37	45	52	56	12	0,00	0	 	 	0,00	73	13.459,05	4444	221,09	SIM	13.456.111,33	0,00	0,00
40	08/12/1996	03	12	46	05	47	08	0,00	0	 	 	0,00	189	7.789,93	12117	121,51	SIM	15.222.867,04	0,00	0,00
41	15/12/1996	38	26	35	39	12	47	0,00	1		BA	17.019.238,50	148	10.114,70	10182	147,03	NÃO	0,00	0,00	0,00
42	22/12/1996	24	36	19	33	07	11	0,00	0	 	 	0,00	201	3.684,64	9580	77,31	SIM	888.735,02	0,00	0,00
43	29/12/1996	02	58	25	06	26	17	0,00	0	 	 	0,00	75	9.738,03	5070	144,06	SIM	1.765.157,22	0,00	0,00
44	05/01/1997	47	38	18	14	29	44	0,00	0	 	 	0,00	103	7.099,32	7742	94,45	SIM	2.642.633,14	0,00	0,00
45	12/01/1997	30	07	37	55	44	53	0,00	0	 	 	0,00	33	27.201,47	3004	298,82	SIM	3.719.811,46	0,00	0,00
46	19/01/1997	32	46	01	60	24	23	0,00	0	 	 	0,00	91	9.982,42	6263	145,04	SIM	4.809.891,56	0,00	0,00
47	26/01/1997	35	17	03	48	25	56	0,00	0	 	 	0,00	210	4.458,44	10873	85,94	SIM	5.933.418,51	0,00	0,00
48	02/02/1997	47	05	34	28	02	50	0,00	0	 	 	0,00	132	7.482,95	7454	132,25	SIM	7.118.717,38	0,00	0,00
49	09/02/1997	33	07	43	35	13	55	0,00	1		RJ	8.405.156,76	155	6.916,34	9830	108,85	NÃO	0,00	0,00	0,00
